CGPA,Semester,Skills_Count,Projects_Count,Internship,Coding_Profile,Aptitude_Score,Communication_Score,Resume_Score,Academic_Score,Skill_Score,Project_Score,Internship_Score,Coding_Score,Placement_Readiness
7.26,2,5,3,0,1,35.8,69.2,50.5,72.6,50,60,0,10,53.69
8.12,7,6,2,0,1,47.7,70.2,65.2,81.19999999999999,60,40,0,10,50.61
8.42,3,2,1,0,1,54.4,82.9,71.6,84.2,20,20,0,10,47.31
7.37,7,1,5,0,2,63.3,48.0,42.5,73.7,10,100,0,20,43.55
7.19,1,7,3,0,1,70.1,47.9,89.1,71.9,70,60,0,10,55.72
5.28,2,2,1,0,6,46.2,84.1,85.5,52.800000000000004,20,20,0,60,41.22
6.72,6,3,4,0,2,52.5,63.3,68.6,67.19999999999999,30,80,0,20,47.31
6.36,3,3,2,1,1,77.0,81.0,65.0,63.6,30,40,100,10,49.63
8.18,8,9,1,1,0,57.1,90.5,51.8,81.8,90,20,100,0,65.23
7.26,5,4,1,1,6,65.3,39.9,61.5,72.6,40,20,100,60,54.44
7.22,2,6,2,1,9,47.1,63.6,84.5,72.2,60,40,100,90,74.66
7.49,2,8,4,1,7,45.0,81.4,67.8,74.9,80,80,100,70,72.33
6.63,2,6,2,0,7,86.0,43.2,37.6,66.3,60,40,0,70,60.54
9.05,4,6,1,0,1,36.7,52.7,66.8,90.5,60,20,0,10,52.31
8.8,4,10,2,0,6,43.3,43.0,84.8,88.00000000000001,100,40,0,60,70.85
9.12,5,2,1,0,5,72.0,62.4,89.7,91.19999999999999,20,20,0,50,50.62
8.18,8,8,3,0,10,80.5,45.2,43.2,81.8,80,60,0,100,55.55
7.47,8,1,1,0,8,54.0,73.0,95.0,74.7,10,20,0,80,55.11
9.11,3,7,2,0,2,72.4,60.9,85.9,91.1,70,40,0,20,62.03
6.82,8,9,0,0,6,69.9,71.9,91.6,68.2,90,0,0,60,51.74
6.63,2,9,3,0,2,67.5,48.9,78.0,66.3,90,60,0,20,54.94
6.9,1,10,2,1,3,56.3,60.6,93.2,69.0,100,40,100,30,91.78
8.02,7,3,1,0,9,37.4,100.0,47.6,80.19999999999999,30,20,0,90,44.61
6.74,7,1,4,0,10,78.1,25.7,58.5,67.4,10,80,0,100,59.99
7.34,1,8,3,0,4,96.7,33.2,43.2,73.4,80,60,0,40,58.15
5.9,7,3,3,1,3,65.7,62.2,83.5,59.00000000000001,30,60,100,30,55.29
7.98,7,8,3,1,1,49.8,56.0,70.6,79.80000000000001,80,60,100,10,60.97
5.98,1,10,1,0,3,79.0,79.5,40.9,59.80000000000001,100,20,0,30,57.3
6.57,7,7,3,0,7,70.2,45.3,97.0,65.7,70,60,0,70,52.59
8.72,4,8,4,0,9,41.0,78.7,62.4,87.20000000000002,80,80,0,90,66.11
8.68,5,5,4,1,1,55.6,78.1,63.2,86.8,50,80,100,10,65.42
7.87,2,4,2,0,7,50.7,53.3,10.3,78.7,40,40,0,70,44.59
7.78,5,9,4,0,4,60.7,29.6,28.7,77.8,90,80,0,40,53.34
6.97,4,2,0,0,7,49.2,58.1,63.5,69.69999999999999,20,0,0,70,38.87
6.73,8,3,4,1,2,83.4,36.2,54.6,67.30000000000001,30,80,100,20,54.24
7.14,2,2,3,0,0,38.4,66.5,46.2,71.39999999999999,20,60,0,0,38.35
5.99,8,2,4,0,4,56.3,63.1,56.3,59.9,20,80,0,40,45.04
7.75,2,4,1,0,6,58.9,81.7,68.5,77.5,40,20,0,60,49.17
7.55,6,6,0,1,7,66.8,63.1,73.5,75.5,60,0,100,70,62.46
6.57,5,4,2,1,10,68.4,64.4,71.5,65.7,40,40,100,100,62.99
9.07,1,7,2,0,7,38.3,85.0,96.4,90.7,70,40,0,70,69.62
8.11,1,8,3,1,2,46.1,85.1,100.0,81.1,80,60,100,20,70.43
8.19,6,7,2,0,1,59.8,67.8,66.1,81.89999999999999,70,40,0,10,50.22
7.01,3,4,1,1,6,87.2,63.8,53.7,70.1,40,20,100,60,60.01
7.5,3,1,5,0,7,78.0,52.3,63.6,75.0,10,100,0,70,56.94
8.13,5,5,3,0,7,48.5,76.8,92.3,81.30000000000001,50,60,0,70,59.55
7.65,7,3,2,0,0,56.1,67.7,32.2,76.5,30,40,0,0,39.46
9.1,6,7,3,1,6,52.3,94.7,59.1,90.99999999999999,70,60,100,60,69.34
7.3,2,4,3,0,10,80.5,69.1,100.0,73.0,40,60,0,100,67.71
7.0,4,10,4,1,6,79.5,72.1,88.0,70.0,100,80,100,60,86.03
8.13,4,5,4,0,4,67.6,63.8,48.1,81.30000000000001,50,80,0,40,53.3
6.24,3,9,2,0,7,56.8,58.5,71.4,62.4,90,40,0,70,57.2
8.42,3,3,3,1,6,63.2,72.3,45.8,84.2,30,60,100,60,71.57
6.2,4,9,2,0,5,55.2,51.6,70.8,62.0,90,40,0,50,52.31
8.14,6,1,1,1,7,66.1,77.0,49.2,81.4,10,20,100,70,50.21
6.85,1,4,4,0,5,66.0,40.6,44.1,68.5,40,80,0,50,47.85
7.98,5,2,0,1,10,52.7,51.1,55.4,79.80000000000001,20,0,100,100,56.22
8.41,3,7,2,0,6,84.6,58.1,67.2,84.1,70,40,0,60,57.74
7.65,3,3,4,1,8,67.3,61.6,77.1,76.5,30,80,100,80,67.03
6.3,4,4,4,0,2,24.1,100.0,72.8,63.0,40,80,0,20,49.22
6.6,1,7,2,0,4,35.8,37.3,54.3,65.99999999999999,70,40,0,40,44.52
6.77,8,6,2,1,5,61.3,59.7,80.4,67.69999999999999,60,40,100,50,72.76
5.6,4,4,2,1,0,70.9,54.3,68.8,55.99999999999999,40,40,100,0,46.88
8.63,7,7,4,1,5,36.8,43.6,36.8,86.30000000000001,70,80,100,50,69.25
7.61,7,10,4,1,2,34.8,57.3,52.0,76.1,100,80,100,20,64.11
6.36,8,6,2,0,7,99.3,70.2,59.9,63.6,60,40,0,70,61.45
8.96,3,8,4,0,3,88.5,72.8,64.7,89.60000000000001,80,80,0,30,53.29
6.8,6,10,4,1,6,70.1,83.4,57.0,68.0,100,80,100,60,76.09
7.75,4,9,2,0,8,63.1,67.3,24.9,77.5,90,40,0,80,67.87
6.67,5,5,4,0,9,86.2,68.8,61.0,66.7,50,80,0,90,59.99
5.48,8,6,1,1,2,64.0,32.5,70.8,54.800000000000004,60,20,100,20,45.65
6.14,7,9,2,0,8,61.8,48.6,88.8,61.4,90,40,0,80,59.27
7.05,3,4,4,0,4,75.9,60.3,67.9,70.5,40,80,0,40,46.09
8.4,3,10,2,1,7,58.6,84.3,58.1,84.00000000000001,100,40,100,70,82.51
7.85,3,7,1,0,8,84.2,68.7,72.1,78.49999999999999,70,20,0,80,51.82
7.64,3,1,1,0,6,60.7,45.7,54.6,76.4,10,20,0,60,46.98
5.49,8,4,3,0,7,73.4,44.4,84.3,54.900000000000006,40,60,0,70,47.01
8.77,3,10,5,1,2,37.6,67.5,86.2,87.7,100,100,100,20,80.06
7.72,2,8,5,0,10,84.8,53.2,52.3,77.2,80,100,0,100,78.95
7.38,2,3,2,1,6,43.8,66.8,69.2,73.8,30,40,100,60,62.79
8.63,4,2,1,0,8,95.2,65.2,83.6,86.30000000000001,20,20,0,80,53.09
8.75,8,3,4,0,7,48.6,22.0,69.6,87.5,30,80,0,70,57.2
8.65,6,7,4,0,1,100.0,87.0,77.3,86.5,70,80,0,10,66.46
7.25,2,5,4,1,3,56.9,64.1,50.0,72.5,50,80,100,30,70.74
6.5,3,8,2,1,9,67.2,78.1,62.2,65.0,80,40,100,90,74.41
8.49,8,1,3,0,8,30.2,82.4,53.9,84.89999999999999,10,60,0,80,53.83
6.13,8,7,1,0,0,44.2,82.0,40.6,61.3,70,20,0,0,40.77
9.45,3,5,0,1,6,79.0,75.2,35.7,94.5,50,0,100,60,54.54
7.53,8,5,1,0,6,58.6,81.0,47.6,75.3,50,20,0,60,62.79
6.44,3,5,4,0,6,84.5,69.6,75.8,64.4,50,80,0,60,63.0
6.27,2,8,3,0,5,41.9,74.0,47.5,62.7,80,60,0,50,45.07
6.22,2,3,2,0,2,75.4,67.8,76.4,62.2,30,40,0,20,44.24
7.64,6,1,5,0,6,83.0,45.1,63.9,76.4,10,100,0,60,44.82
7.49,1,1,2,0,4,58.8,65.7,33.6,74.9,10,40,0,40,47.65
6.26,3,8,3,1,1,74.4,52.3,47.1,62.6,80,60,100,10,64.71
7.14,6,5,3,1,4,48.3,30.9,77.6,71.39999999999999,50,60,100,40,57.32
6.13,6,4,1,0,9,46.8,68.7,10.2,61.3,40,20,0,90,46.7
8.09,7,4,1,0,6,100.0,29.4,72.9,80.89999999999999,40,20,0,60,54.34
7.45,1,5,5,0,0,63.2,57.7,88.9,74.5,50,100,0,0,54.76
7.12,8,7,3,1,8,46.0,42.0,70.6,71.2,70,60,100,80,80.78
6.21,6,6,2,0,5,56.9,71.5,77.2,62.1,60,40,0,50,48.66
7.2,1,7,1,0,6,52.1,75.6,100.0,72.0,70,20,0,60,59.65
7.09,6,4,0,0,3,53.9,59.1,38.8,70.89999999999999,40,0,0,30,47.92
7.82,6,1,5,1,5,42.6,60.2,86.5,78.2,10,100,100,50,63.69
7.67,7,4,2,1,2,62.8,89.0,57.5,76.7,40,40,100,20,69.01
8.29,1,3,3,0,4,75.6,52.6,48.6,82.89999999999999,30,60,0,40,44.6
7.02,6,10,0,0,9,62.8,49.5,82.7,70.19999999999999,100,0,0,90,64.51
5.64,3,6,4,0,2,56.9,63.4,57.8,56.39999999999999,60,80,0,20,57.73
8.49,2,8,2,0,1,80.3,69.1,55.6,84.89999999999999,80,40,0,10,66.33
6.56,3,3,5,0,5,79.3,95.6,84.2,65.6,30,100,0,50,66.4
6.39,8,8,4,0,4,89.1,62.4,42.6,63.9,80,80,0,40,42.95
7.46,2,2,4,0,7,72.3,84.5,30.0,74.6,20,80,0,70,56.53
7.8,7,7,2,0,6,79.9,40.4,69.0,78.0,70,40,0,60,58.83
6.97,6,3,1,0,7,56.8,55.5,68.1,69.69999999999999,30,20,0,70,48.95
6.96,3,10,3,1,4,44.4,44.5,58.6,69.6,100,60,100,40,72.87
7.11,8,3,1,0,6,62.4,56.9,57.5,71.10000000000001,30,20,0,60,33.24
8.92,7,8,5,1,5,77.1,45.8,53.7,89.2,80,100,100,50,75.85
7.5,5,10,1,0,7,54.3,76.4,43.6,75.0,100,20,0,70,62.61
6.53,7,2,4,0,8,52.2,56.2,89.5,65.3,20,80,0,80,57.5
6.54,5,9,1,0,4,91.1,84.6,70.5,65.4,90,20,0,40,59.94
7.25,3,8,3,1,5,66.8,70.1,66.2,72.5,80,60,100,50,76.97
7.74,3,4,4,0,4,100.0,53.5,42.8,77.4,40,80,0,40,61.45
7.98,7,9,2,0,5,48.1,63.9,62.9,79.80000000000001,90,40,0,50,58.93
7.62,3,1,1,1,4,53.9,66.1,44.6,76.2,10,20,100,40,51.15
6.66,5,10,3,0,2,77.2,64.4,93.6,66.60000000000001,100,60,0,20,59.29
7.08,7,9,1,0,8,31.2,91.4,74.5,70.8,90,20,0,80,58.8
8.23,7,8,4,0,7,91.3,68.4,76.4,82.30000000000001,80,80,0,70,83.89
6.35,7,8,4,1,6,63.7,63.1,49.4,63.5,80,80,100,60,69.89
7.03,7,1,4,0,8,59.1,49.1,74.7,70.30000000000001,10,80,0,80,54.91
8.1,3,8,2,0,4,51.0,72.3,45.3,81.0,80,40,0,40,43.42
8.38,8,1,2,0,1,100.0,50.5,92.0,83.80000000000001,10,40,0,10,39.94
7.31,4,10,2,0,0,51.4,37.3,70.1,73.1,100,40,0,0,51.57
7.09,4,1,3,0,8,35.4,78.4,44.5,70.89999999999999,10,60,0,80,50.32
6.18,4,2,1,0,5,100.0,65.8,53.7,61.8,20,20,0,50,44.31
8.03,3,2,4,0,10,55.1,59.7,53.3,80.3,20,80,0,100,64.44
8.82,6,5,1,1,8,59.6,76.6,48.6,88.2,50,20,100,80,52.28
10.0,8,7,5,0,10,95.4,79.5,74.8,100.0,70,100,0,100,75.5
7.89,1,6,4,0,5,53.1,74.0,100.0,78.89999999999999,60,80,0,50,72.24
7.45,1,4,2,1,3,37.2,52.8,54.7,74.5,40,40,100,30,55.96
6.58,7,1,2,0,7,23.9,48.7,59.5,65.8,10,40,0,70,49.59
5.62,8,5,2,0,0,59.2,55.7,60.0,56.2,50,40,0,0,40.33
7.68,2,4,3,0,5,91.1,75.8,94.0,76.8,40,60,0,50,52.31
9.85,6,9,4,1,3,61.4,77.3,65.8,98.5,90,80,100,30,84.67
8.77,4,6,5,0,8,79.2,57.2,80.7,87.7,60,100,0,80,72.94
8.62,5,5,5,1,5,64.1,82.8,72.2,86.19999999999999,50,100,100,50,80.67
7.75,4,4,5,0,0,91.4,54.8,78.9,77.5,40,100,0,0,51.68
7.86,4,5,4,0,8,38.3,93.1,85.1,78.60000000000001,50,80,0,80,65.52
5.08,2,3,1,0,8,69.4,63.4,53.5,50.8,30,20,0,80,38.84
8.26,6,8,2,0,10,75.9,68.4,35.3,82.6,80,40,0,100,60.81
6.92,4,9,2,0,0,44.4,83.4,76.8,69.19999999999999,90,40,0,0,50.12
6.8,1,1,3,0,7,69.5,87.8,65.3,68.0,10,60,0,70,46.13
7.18,5,5,2,1,7,73.1,68.8,95.1,71.8,50,40,100,70,66.61
7.14,1,6,2,1,6,46.0,61.6,41.9,71.39999999999999,60,40,100,60,60.11
6.78,4,3,2,0,6,42.7,73.1,57.5,67.80000000000001,30,40,0,60,56.71
7.51,8,3,3,0,6,60.4,86.1,47.7,75.1,30,60,0,60,51.31
6.94,3,6,4,0,4,51.0,71.2,100.0,69.4,60,80,0,40,53.55
7.6,8,8,2,0,4,61.8,54.9,50.1,76.0,80,40,0,40,48.45
6.01,5,2,3,1,3,94.0,44.1,92.1,60.099999999999994,20,60,100,30,62.24
7.29,5,10,1,0,4,44.3,28.4,77.6,72.89999999999999,100,20,0,40,46.86
6.4,2,7,5,0,6,24.3,66.5,63.3,64.0,70,100,0,60,63.74
6.86,2,1,3,0,5,92.0,58.4,87.7,68.60000000000001,10,60,0,50,47.87
7.64,5,1,2,0,6,71.9,68.4,80.3,76.4,10,40,0,60,48.58
5.9,5,2,3,0,5,54.5,59.7,39.5,59.00000000000001,20,60,0,50,48.71
6.68,8,9,2,0,6,55.1,69.0,69.9,66.8,90,40,0,60,49.21
8.07,6,5,3,1,5,45.5,70.6,57.2,80.7,50,60,100,50,65.03
6.09,1,1,2,1,4,29.1,36.2,57.5,60.9,10,40,100,40,38.91
9.28,4,6,1,0,8,93.4,91.0,67.8,92.8,60,20,0,80,63.47
8.7,7,2,2,0,7,57.0,70.1,81.0,86.99999999999999,20,40,0,70,54.97
7.01,5,9,3,1,1,64.4,72.4,63.2,70.1,90,60,100,10,75.32
6.71,6,7,3,1,3,45.7,52.5,66.6,67.10000000000001,70,60,100,30,60.44
7.7,3,1,4,0,5,51.7,78.1,74.6,77.0,10,80,0,50,44.16
6.05,4,4,2,1,1,62.5,80.6,100.0,60.5,40,40,100,10,56.3
5.5,5,10,3,0,8,61.2,60.3,76.9,55.00000000000001,100,60,0,80,64.77
7.04,6,1,2,0,6,52.3,80.1,72.1,70.39999999999999,10,40,0,60,46.89
7.37,2,7,3,0,9,76.4,66.3,74.2,73.7,70,60,0,90,64.99
7.59,2,5,5,0,4,93.4,45.3,57.8,75.9,50,100,0,40,65.42
6.89,2,5,4,0,1,20.7,100.0,58.8,68.89999999999999,50,80,0,10,42.52
8.77,3,9,2,0,8,71.3,94.4,76.6,87.7,90,40,0,80,70.88
6.0,1,7,4,0,10,89.9,83.2,76.7,60.0,70,80,0,100,73.54
6.36,4,4,1,0,9,54.2,73.6,32.8,63.6,40,20,0,90,44.64
7.99,1,1,5,0,9,65.5,48.4,69.3,79.9,10,100,0,90,55.97
6.34,1,4,4,0,8,89.1,56.2,56.7,63.4,40,80,0,80,58.61
6.3,1,8,4,0,2,74.8,46.0,84.0,63.0,80,80,0,20,57.98
7.62,2,1,3,0,4,69.8,84.4,93.2,76.2,10,60,0,40,65.78
6.45,7,10,1,0,6,77.3,79.9,48.2,64.5,100,20,0,60,51.99
7.37,4,7,3,0,5,36.8,73.4,69.9,73.7,70,60,0,50,54.38
6.8,8,6,3,1,10,41.9,64.7,64.3,68.0,60,60,100,100,63.92
6.64,2,3,2,0,3,70.1,44.7,42.5,66.39999999999999,30,40,0,30,42.03
5.4,7,10,3,0,9,61.8,60.8,71.7,54.0,100,60,0,90,65.08
7.64,1,7,4,0,8,45.6,74.9,64.2,76.4,70,80,0,80,70.19
6.25,8,8,2,0,3,64.1,83.3,57.7,62.5,80,40,0,30,50.0
7.33,6,2,3,0,3,75.3,72.0,53.1,73.3,20,60,0,30,41.2
6.99,6,8,2,0,6,98.3,64.7,41.4,69.9,80,40,0,60,64.23
7.29,5,10,0,1,5,51.3,60.9,34.7,72.89999999999999,100,0,100,50,45.9
7.35,7,6,1,0,0,63.4,33.4,55.8,73.5,60,20,0,0,31.9
7.69,3,5,3,0,0,58.3,77.6,79.5,76.9,50,60,0,0,44.98
6.77,7,10,4,1,5,66.4,51.4,90.0,67.69999999999999,100,80,100,50,81.96
8.74,6,5,1,1,0,100.0,65.1,78.6,87.4,50,20,100,0,56.59
5.65,6,7,1,0,4,97.3,86.1,84.3,56.50000000000001,70,20,0,40,65.11
7.27,6,4,3,1,2,56.7,44.3,67.0,72.7,40,60,100,20,52.01
8.34,3,10,1,1,6,53.5,78.2,47.2,83.39999999999999,100,20,100,60,63.36
7.98,6,1,3,0,6,58.7,57.5,90.1,79.80000000000001,10,60,0,60,57.41
6.53,7,5,0,0,4,100.0,71.9,43.2,65.3,50,0,0,40,49.23
6.69,1,7,1,1,7,33.4,61.0,58.9,66.9,70,20,100,70,52.61
6.49,2,10,4,1,4,72.4,65.6,43.8,64.9,100,80,100,40,74.89
8.1,4,1,4,0,6,64.1,67.4,18.5,81.0,10,80,0,60,47.65
6.76,2,5,2,0,7,61.6,51.3,69.2,67.6,50,40,0,70,61.98
7.76,4,1,3,0,8,78.7,64.5,68.6,77.60000000000001,10,60,0,80,62.25
7.76,8,10,3,0,10,89.3,84.1,100.0,77.60000000000001,100,60,0,100,79.15
9.87,5,7,0,0,4,44.8,77.8,88.2,98.69999999999999,70,0,0,40,48.82
7.81,4,1,4,0,6,51.1,54.3,88.8,78.1,10,80,0,60,49.73
6.69,4,9,1,0,2,56.0,35.8,59.1,66.9,90,20,0,20,48.01
6.04,5,10,1,1,0,55.3,71.5,67.8,60.4,100,20,100,0,65.41
7.22,3,3,4,0,2,80.8,53.0,47.5,72.2,30,80,0,20,51.13
7.38,4,10,4,0,8,70.5,62.3,96.3,73.8,100,80,0,80,76.81
5.29,5,2,4,1,5,54.5,70.2,45.2,52.900000000000006,20,80,100,50,50.27
6.79,4,8,5,0,0,74.1,78.3,61.6,67.9,80,100,0,0,63.39
7.8,2,4,5,1,0,64.0,50.8,55.2,78.0,40,100,100,0,69.99
6.97,8,3,4,1,4,75.2,88.9,82.8,69.69999999999999,30,80,100,40,77.15
8.47,5,6,3,0,6,56.7,33.3,57.7,84.7,60,60,0,60,63.23
5.94,1,10,1,0,7,70.9,53.3,77.2,59.400000000000006,100,20,0,70,52.43
8.18,6,1,5,1,5,79.8,28.6,73.1,81.8,10,100,100,50,61.5
8.41,7,1,2,1,6,81.1,57.6,62.7,84.1,10,40,100,60,53.19
8.46,4,7,2,0,0,81.3,79.0,58.5,84.60000000000001,70,40,0,0,63.57
5.93,4,7,3,0,4,69.0,62.9,68.7,59.3,70,60,0,40,66.12
7.81,2,10,4,0,2,73.1,69.5,56.3,78.1,100,80,0,20,62.81
6.83,2,8,4,0,1,35.4,55.3,24.1,68.30000000000001,80,80,0,10,52.12
6.09,1,7,3,0,8,44.0,51.2,68.9,60.9,70,60,0,80,45.99
7.09,5,5,4,1,6,74.0,44.5,62.4,70.89999999999999,50,80,100,60,68.38
6.6,6,10,4,1,9,89.1,60.0,82.8,65.99999999999999,100,80,100,90,70.68
8.42,1,7,2,1,3,81.3,76.7,78.4,84.2,70,40,100,30,69.36
8.01,7,2,2,0,6,77.6,34.5,58.2,80.1,20,40,0,60,41.99
6.35,1,7,2,0,6,54.0,68.0,34.8,63.5,70,40,0,60,46.45
6.78,3,6,4,0,8,71.7,77.0,90.9,67.80000000000001,60,80,0,80,67.49
7.12,6,8,3,0,10,56.5,69.4,97.7,71.2,80,60,0,100,71.11
7.43,1,7,1,0,7,77.3,83.3,47.1,74.3,70,20,0,70,54.32
8.51,4,7,2,0,7,70.1,44.5,54.5,85.1,70,40,0,70,63.74
8.19,1,6,4,1,8,100.0,75.4,79.1,81.89999999999999,60,80,100,80,82.12
7.55,7,1,5,0,8,95.6,35.5,71.2,75.5,10,100,0,80,71.48
7.24,7,6,1,0,0,100.0,73.3,58.7,72.39999999999999,60,20,0,0,47.52
5.73,6,7,5,1,7,85.0,43.9,80.4,57.300000000000004,70,100,100,70,69.92
8.79,8,2,3,0,3,56.9,79.8,55.6,87.89999999999999,20,60,0,30,47.8
7.05,2,3,4,0,4,51.2,97.9,73.5,70.5,30,80,0,40,52.95
9.05,2,7,4,1,9,99.7,52.3,81.0,90.5,70,80,100,90,71.25
7.7,6,7,1,1,9,52.4,98.4,91.2,77.0,70,20,100,90,62.39
9.53,8,1,3,0,2,69.1,27.0,60.8,95.3,10,60,0,20,38.69
8.11,4,2,1,0,3,81.4,88.7,81.3,81.1,20,20,0,30,44.47
6.07,3,9,2,0,4,76.9,39.9,51.3,60.699999999999996,90,40,0,40,44.86
6.89,1,7,2,0,7,48.3,67.0,67.3,68.89999999999999,70,40,0,70,44.33
7.33,5,3,4,1,6,93.0,81.4,33.5,73.3,30,80,100,60,61.31
6.63,2,7,1,1,3,48.2,44.3,42.1,66.3,70,20,100,30,50.78
7.12,4,8,4,0,8,75.8,51.4,70.6,71.2,80,80,0,80,55.96
6.13,5,8,2,0,5,45.7,62.7,86.0,61.3,80,40,0,50,48.05
7.51,6,2,1,0,3,77.7,85.1,89.4,75.1,20,20,0,30,59.12
7.74,8,4,3,1,0,26.7,96.8,37.0,77.4,40,60,100,0,63.33
6.5,1,9,5,0,5,97.4,88.6,49.3,65.0,90,100,0,50,83.46
9.44,1,5,4,0,3,76.2,35.6,41.7,94.39999999999999,50,80,0,30,52.68
7.56,1,9,5,0,7,64.0,45.5,65.2,75.6,90,100,0,70,60.58
6.68,5,5,2,0,7,52.1,87.3,67.9,66.8,50,40,0,70,59.33
5.87,8,1,2,0,7,80.1,82.6,85.9,58.699999999999996,10,40,0,70,51.31
7.56,8,5,4,1,5,53.1,91.2,53.3,75.6,50,80,100,50,78.22
7.24,7,4,0,1,0,55.6,88.5,27.3,72.39999999999999,40,0,100,0,48.74
8.28,1,1,5,0,2,100.0,80.5,35.6,82.8,10,100,0,20,57.4
7.36,3,4,2,1,10,27.7,55.0,65.2,73.6,40,40,100,100,48.86
6.31,8,3,3,1,5,72.6,46.8,29.8,63.1,30,60,100,50,65.03
9.17,8,7,2,0,0,63.6,67.9,80.1,91.7,70,40,0,0,55.28
7.94,8,9,3,0,7,73.1,46.0,60.2,79.4,90,60,0,70,65.98
7.25,7,2,2,1,2,59.9,63.1,72.3,72.5,20,40,100,20,69.11
7.66,7,4,2,0,5,46.5,73.6,81.3,76.6,40,40,0,50,43.23
7.97,5,10,2,0,0,74.1,43.7,56.4,79.69999999999999,100,40,0,0,59.51
6.07,2,8,4,0,7,57.9,81.3,47.1,60.699999999999996,80,80,0,70,65.32
7.66,6,9,2,0,4,69.6,91.7,76.4,76.6,90,40,0,40,66.87
7.05,3,5,2,0,7,61.2,71.8,37.6,70.5,50,40,0,70,46.58
8.01,8,8,2,0,1,49.1,75.5,70.7,80.1,80,40,0,10,55.26
6.76,7,6,1,0,6,49.8,53.8,67.1,67.6,60,20,0,60,39.35
6.9,4,2,4,0,10,60.5,42.5,39.1,69.0,20,80,0,100,58.55
9.16,1,7,4,1,6,36.3,84.7,47.5,91.60000000000001,70,80,100,60,62.58
8.73,4,10,2,0,7,66.7,67.5,89.2,87.3,100,40,0,70,68.31
5.0,2,2,2,1,9,56.1,45.1,65.1,50.0,20,40,100,90,43.57
8.66,4,10,4,1,9,35.4,83.9,53.2,86.6,100,80,100,90,81.67
7.43,7,7,4,1,0,81.1,66.3,61.7,74.3,70,80,100,0,74.13
6.79,2,10,4,0,0,73.3,86.9,37.8,67.9,100,80,0,0,56.21
6.49,4,7,3,1,10,34.2,55.1,64.7,64.9,70,60,100,100,63.01
6.55,2,1,1,0,4,80.0,90.6,71.3,65.5,10,20,0,40,38.52
6.82,8,9,3,0,5,24.4,51.0,71.8,68.2,90,60,0,50,54.59
6.37,5,10,2,0,4,47.9,48.2,36.7,63.7,100,40,0,40,60.01
6.15,7,10,2,1,1,90.8,66.6,91.9,61.5,100,40,100,10,77.67
6.46,5,9,4,0,2,78.7,43.8,53.7,64.60000000000001,90,80,0,20,53.3
7.82,8,6,2,1,8,32.8,89.8,8.0,78.2,60,40,100,80,62.35
7.55,8,7,3,0,3,58.7,27.2,77.0,75.5,70,60,0,30,53.31
8.06,6,3,2,1,3,59.2,70.3,75.7,80.60000000000001,30,40,100,30,60.36
7.43,6,8,4,0,8,77.2,93.7,71.5,74.3,80,80,0,80,64.03
6.19,4,3,2,1,0,91.4,88.2,69.8,61.9,30,40,100,0,57.63
7.99,8,6,3,1,6,64.0,82.9,89.2,79.9,60,60,100,60,69.64
6.5,3,8,3,0,2,57.4,47.6,42.5,65.0,80,60,0,20,43.08
8.15,8,2,4,1,3,78.8,79.8,77.2,81.5,20,80,100,30,59.23
6.33,3,8,3,0,4,55.5,47.2,80.9,63.3,80,60,0,40,57.82
6.81,5,5,2,0,3,53.3,52.5,54.7,68.1,50,40,0,30,43.5
7.14,1,5,1,0,6,51.2,69.5,21.3,71.39999999999999,50,20,0,60,51.86
8.17,8,8,3,0,5,62.7,51.2,30.4,81.69999999999999,80,60,0,50,57.77
7.68,8,2,2,0,3,52.5,46.5,60.2,76.8,20,40,0,30,56.31
7.52,1,3,4,0,5,57.6,88.9,69.9,75.2,30,80,0,50,56.9
9.39,3,9,2,0,5,83.5,49.1,48.7,93.9,90,40,0,50,69.45
5.66,7,9,4,0,6,47.0,89.8,68.6,56.60000000000001,90,80,0,60,55.04
6.46,4,9,3,0,1,72.4,46.2,77.6,64.60000000000001,90,60,0,10,61.98
6.42,8,3,0,1,7,37.8,62.2,73.6,64.2,30,0,100,70,49.79
5.73,3,1,2,0,3,56.4,48.6,79.0,57.300000000000004,10,40,0,30,26.49
6.78,6,7,5,0,2,86.8,94.6,79.4,67.80000000000001,70,100,0,20,69.94
8.19,5,1,2,1,1,69.3,78.3,55.3,81.89999999999999,10,40,100,10,45.0
6.91,4,10,3,1,7,88.6,49.5,89.6,69.10000000000001,100,60,100,70,77.94
7.17,5,6,3,0,8,54.9,76.4,60.0,71.7,60,60,0,80,58.53
5.78,3,3,3,1,2,53.1,100.0,66.9,57.800000000000004,30,60,100,20,56.07
6.7,3,3,5,0,7,49.6,59.0,55.2,67.0,30,100,0,70,46.78
7.04,5,7,4,0,9,61.7,75.7,69.5,70.39999999999999,70,80,0,90,59.56
8.14,4,1,3,0,1,55.0,80.0,47.7,81.4,10,60,0,10,40.45
5.83,4,8,5,0,3,69.2,57.1,54.5,58.3,80,100,0,30,59.25
7.04,2,9,4,0,3,61.7,69.6,45.2,70.39999999999999,90,80,0,30,66.47
8.59,5,6,2,0,6,63.3,62.8,60.7,85.9,60,40,0,60,49.61
7.05,8,8,2,0,0,91.6,40.8,69.5,70.5,80,40,0,0,42.17
5.38,3,6,4,1,5,59.9,82.1,68.8,53.800000000000004,60,80,100,50,71.77
8.78,5,4,1,1,7,47.5,84.5,100.0,87.79999999999998,40,20,100,70,77.43
